2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO OS [uname_result(system='Linux', node='54b9e5afceb2', release='5.3.0-26-generic', version='#28-Ubuntu SMP Wed Dec 18 05:37:46 UTC 2019', machine='x86_64', processor='')]
2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO Python [namespace(_multiarch='x86_64-linux-gnu', cache_tag='cpython-37', hexversion=50791408, name='cpython', version=sys.version_info(major=3, minor=7, micro=3, releaselevel='final', serial=0))]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.rally INFO Rally version [1.4.0]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.utils.net INFO Connecting directly to the Internet (no proxy support).
2020-01-24 11:12:23,919 -not-actor-/PID:1 esrally.rally INFO Detected a working Internet connection.
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.rally INFO Actor system already running locally? [False]
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.actor INFO Starting actor system with system base [multiprocTCPBase] and capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900'}].
2020-01-24 11:12:23,964 -not-actor-/PID:10 root INFO ++++ Actor System gen (3, 9) started, admin @ ActorAddr-(T|:1900)
2020-01-27 14:07:30,618 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1078 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:30,621 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:30,621 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1079 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:30,624 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:30,624 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1080 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:31,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1081 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,126 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:31,127 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1082 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,133 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:31,133 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1083 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,140 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:31,140 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1084 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:31,620 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1085 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,627 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:31,627 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1086 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,634 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:31,635 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1087 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:31,642 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:31,642 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1088 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:32,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1089 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,122 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:32,122 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1090 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,124 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:32,124 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1091 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,127 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:32,127 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1092 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,615 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:32,615 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1093 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,618 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:32,618 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1094 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,620 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:32,620 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1095 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:32,623 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:32,623 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1096 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:33,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1097 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,126 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:33,126 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1098 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,133 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:33,133 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1099 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,140 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:33,140 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1100 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,620 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:33,620 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1101 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,623 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:33,623 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1102 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,625 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:33,626 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1103 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:33,628 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:33,628 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1104 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:34,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1105 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,126 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:34,126 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1106 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,133 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:34,133 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1107 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,140 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:34,140 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1108 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:34,619 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1109 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,621 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:34,622 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1110 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,624 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:34,624 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1111 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:34,626 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:34,627 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1112 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:35,120 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1113 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,127 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:35,128 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1114 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,135 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:35,135 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1115 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,142 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:35,142 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1116 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,615 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:35,616 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1117 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,618 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:35,618 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1118 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,621 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:35,621 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1119 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:35,624 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:35,624 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1120 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:36,120 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1121 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,127 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:36,128 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1122 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,135 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:36,135 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1123 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,142 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:36,142 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1124 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:36,619 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1125 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,626 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:36,626 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1126 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,633 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:36,633 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1127 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:36,639 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:36,640 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1128 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:37,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1129 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,126 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:37,126 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1130 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,133 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:37,133 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1131 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,140 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:37,140 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1132 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,616 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.004s]
2020-01-27 14:07:37,617 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1133 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,622 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.005s]
2020-01-27 14:07:37,622 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1134 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,628 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:37,629 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1135 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:37,635 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:37,636 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1136 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:38,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1137 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,126 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.007s]
2020-01-27 14:07:38,127 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1138 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,133 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:38,134 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1139 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,140 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:38,141 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1140 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:38,619 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1141 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,626 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:38,627 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1142 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,633 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:38,634 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1143 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:38,640 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:38,641 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1144 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:39,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1145 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,125 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:39,126 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1146 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,130 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.004s]
2020-01-27 14:07:39,130 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1147 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,134 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.004s]
2020-01-27 14:07:39,134 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1148 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:39,619 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1149 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,626 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:39,626 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1150 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,633 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:39,633 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1151 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:39,640 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:39,640 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1152 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,119 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:40,119 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1153 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,122 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.003s]
2020-01-27 14:07:40,122 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1154 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,124 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:40,124 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1155 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,127 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:40,127 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1156 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,619 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.006s]
2020-01-27 14:07:40,619 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1157 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,622 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:40,622 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1158 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,624 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:40,624 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1159 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:40,627 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:40,627 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1160 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,115 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
2020-01-27 14:07:41,115 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1161 times in a row, putting on 1920 second timeout.
2020-01-27 14:07:41,117 -not-actor-/PID:76 elasticsearch WARNING GET http://esslave0:9200/metricbeat/_search [status:503 request:0.002s]
